FOB,Region,Regulating Agency,Water System No,Water System Name,Principal County Served,"Principal County Served, State",Federal Water System Type CODE,Federal Water System Type,State Water System Type CODE,State Water System Type,Water System Status CODE,System Status,Owner Type CODE,Owner Type,Primary Water Source Type CODE,Primary Water Source Type,Residential Population,Non-Transient Population,Transient Population,Total Population,Number of Agricultural Service Connections (AG),Number of Combined Service Connections (CB),Number of Commercial Service Connections (CM),Number of Institutional Service Connections (IN),Number of Residential Service Connections (RS),Total Number of Service Connections,Fee Code,Fee Code Description,Date of Sanitary Survey visit (SNSV Visit Date),CITY,Treatment Plant Class CODE,Treatment Plant Class,Distribution System Class CODE,Distribution System Class
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901293,SODA ROCK WINERY,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,L,Local,GW,Groundwater,NULL,NULL,50,50,0,NULL,3,0,0,3,N1,Transient Non-Community Water System,2/15/2011,HEALDSBURG,TD,Treatment or distribution operator of any grade,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 06 - SANTA BARBARA,CA5602130,SOLANO VERDE MUTUAL WATER CO,VENTURA,"VENTURA, California",C,Community,C,Community,A,Active,P,Private,SWP,Surface Water Purchased,100,NULL,NULL,100,3,NULL,0,0,31,34,SC,Small Community,7/18/2024,SOMIS,NULL,,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,LPA57 - MONTEREY COUNTY,CA2701176,SOLEDAD MISSION WS,MONTEREY,"MONTEREY, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,6000,6000,0,NULL,2,0,0,2,N1,Transient Non-Community Water System,8/16/2022,SOLEDAD,NULL,,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 19 - TEHACHAPI,CA1503664,SOLEDAD MOUNTAIN PROJECT WATER SYSTEM,KERN,"KERN, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,250,NULL,250,0,NULL,0,5,0,5,SP,Non-Transient Non-Community Water System,10/21/2020,MOJAVE,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,DISTRICT 05 - MONTEREY,CA2710011,"SOLEDAD, CITY OF",MONTEREY,"MONTEREY, California",C,Community,C,Community,A,Active,L,Local,GW,Groundwater,18648,NULL,NULL,18648,0,NULL,263,1,4136,4400,C1,Large Water System,3/26/2024,SOLEDAD,T1,Treatment Operator Level 1,D3,Distribution Operator Level 3
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 06 - SANTA BARBARA,CA4210013,SOLVANG WATER DIVISION,SANTA BARBARA,"SANTA BARBARA, California",C,Community,C,Community,A,Active,L,Local,SWP,Surface Water Purchased,6126,NULL,NULL,6126,0,NULL,279,19,1808,2106,C1,Large Water System,8/12/2021,SOLVANG,TD,Treatment or distribution operator of any grade,D2,Distribution Operator Level 2
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,LPA57 - MONTEREY COUNTY,CA2700960,SOMAVIA RD WS #2,MONTEREY,"MONTEREY, California",NP,Non-Public,SSWS,State Small Water Systems,A,Active,P,Private,,,24,NULL,NULL,24,0,NULL,0,0,8,8,NULL,,NULL,SALINAS,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA39 - EL DORADO COUNTY,CA0900122,SOMERSET DOLLAR GENERAL,EL DORADO,"EL DORADO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,NULL,NULL,1,NULL,NULL,1,NULL,,NULL,SOMERSET,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA39 - EL DORADO COUNTY,CA0900105,SOMERSET HOUSE WATER SYSTEM,EL DORADO,"EL DORADO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,100,100,NULL,NULL,4,NULL,NULL,4,N1,Transient Non-Community Water System,6/29/2020,SOMERSET,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,LPA58 - NAPA COUNTY,CA2800015,SOMERSTON WINERY,NAPA,"NAPA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,3,25,NULL,28,0,NULL,2,0,1,3,NULL,,1/29/2024,ST HELENA,NULL,,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 23 - FRESNO,CA1000439,SOMMERVILLE ALMOND TREE OWNERS ASSN,FRESNO,"FRESNO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,500,500,0,NULL,4,0,0,4,N1,Transient Non-Community Water System,2/21/2020,COALINGA,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 12 - VISALIA,CA1500588,SON SHINE PROPERTIES,KERN,"KERN, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,438,NULL,NULL,438,0,NULL,0,0,106,106,SC,Small Community,2/15/2022,ARVIN,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,DISTRICT 26 - IMPERIAL,CA1310302,SONNY BONO SALTON SEA WILDLIFE REFUGE,IMPERIAL,"IMPERIAL, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,F,Federal Government,SWP,Surface Water Purchased,2,6,70,78,0,NULL,6,0,0,6,N1,Transient Non-Community Water System,10/29/2020,CALIPATRIA,T2,Treatment Operator Level 2,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901452,SONOMA BOTANICAL GARDEN,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,11,25,36,0,NULL,4,0,0,4,N1,Transient Non-Community Water System,NULL,GLEN ELLEN,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901176,SONOMA COAST VILLA,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,39,39,0,NULL,5,0,0,5,N1,Transient Non-Community Water System,2/7/2018,BODEGA,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4910010,SONOMA COUNTY CSA 41-FITCH MOUNTAIN,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,L,Local,GWP,Groundwater Purchased,1115,NULL,150,1265,0,NULL,0,0,339,339,SC,Small Community,8/2/2023,HEALDSBURG,NULL,,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4900549,SONOMA COUNTY CSA 41-FREESTONE,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,L,Local,SW,Surface Water,90,NULL,200,290,0,NULL,5,0,21,26,SC,Small Community,7/16/2019,FREESTONE,T2,Treatment Operator Level 2,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4900532,SONOMA COUNTY CSA 41-JENNER,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,L,Local,SW,Surface Water,406,NULL,NULL,406,0,NULL,6,0,117,123,SC,Small Community,3/30/2022,JENNER,T2,Treatment Operator Level 2,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4900543,SONOMA COUNTY CSA 41-SALMON CREEK,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,L,Local,SW,Surface Water,327,NULL,100,427,0,NULL,0,0,99,99,SC,Small Community,2/7/2018,BODEGA BAY,T2,Treatment Operator Level 2,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4900640,SONOMA COUNTY MUTUAL WATER COMPANY,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,P,Private,GU,Groundwater UDI Surface Water,40,NULL,NULL,40,0,NULL,0,0,18,18,SC,Small Community,11/19/2020,CAZADERO,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901223,SONOMA COUNTY PARKS-PUTNAM PARK,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,L,Local,GW,Groundwater,1,NULL,50,51,0,NULL,1,0,1,2,N1,Transient Non-Community Water System,11/13/2023,PETALUMA,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901347,SONOMA COUNTY PARKS-RIVERFRONT PARK,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,L,Local,GW,Groundwater,NULL,NULL,50,50,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,10/1/2014,HEALDSBURG,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901207,SONOMA COUNTY PARKS-STILLWATER COVE,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,L,Local,GW,Groundwater,NULL,NULL,70,70,0,NULL,1,0,1,2,N1,Transient Non-Community Water System,12/21/2021,JENNER,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901222,SONOMA COUNTY PARKS-VET. MEMORIAL BEACH,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,L,Local,GW,Groundwater,2,NULL,250,252,0,NULL,3,0,1,4,N1,Transient Non-Community Water System,12/15/2014,HEALDSBURG,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4901212,SONOMA COUNTY PUB WORKS-CENTRAL LANDFILL,SONOMA,"SONOMA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,L,Local,GW,Groundwater,NULL,34,NULL,34,1,NULL,7,12,NULL,20,SP,Non-Transient Non-Community Water System,3/7/2024,PETALUMA,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4910020,SONOMA COUNTY WATER AGENCY,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,L,Local,GW,Groundwater,NULL,NULL,NULL,600000,0,NULL,165,0,0,165,WH,Wholesaler,9/27/2016,SANTA ROSA,T5,Treatment Operator Level 5,D5,Distribution Operator Level 5
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4901258,SONOMA LODGE,SONOMA,"SONOMA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,300,NULL,300,0,NULL,2,0,0,2,SP,Non-Transient Non-Community Water System,4/18/2023,SONOMA,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4900580,SONOMA MOUNTAIN COUNTY WATER DISTRICT,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,L,Local,GW,Groundwater,181,NULL,NULL,181,0,NULL,0,0,56,56,SC,Small Community,7/10/2017,SANTA ROSA,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901077,SONOMA MOUNTAIN ZEN CENTER,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,10,NULL,25,35,0,NULL,4,0,3,7,N1,Transient Non-Community Water System,5/18/2022,SANTA ROSA,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4901446,SONOMA PACIFIC PALLET COMPANY,SONOMA,"SONOMA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,25,NULL,25,0,NULL,1,0,0,1,SP,Non-Transient Non-Community Water System,4/17/2019,SONOMA,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4900843,SONOMA RANCH MUTUAL WATER COMPANY,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,151,NULL,NULL,151,0,NULL,0,0,54,54,SC,Small Community,10/27/2022,SONOMA,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901234,SONOMA SEVENTH DAY ADVENTIST CHURCH,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,70,70,0,NULL,4,0,0,4,N1,Transient Non-Community Water System,1/20/1998,SONOMA,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901265,SONOMA STATE U.-FAIRFIELD OSBORN PRES,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,S,State Government,GW,Groundwater,1,NULL,26,27,0,NULL,0,0,1,1,N1,Transient Non-Community Water System,10/2/2002,PENNGROVE,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4910027,SONOMA STATE UNIVERSITY,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,S,State Government,GW,Groundwater,2000,4500,4486,10986,0,NULL,34,0,59,93,GQ,,7/27/2020,ROHNERT PARK,T1,Treatment Operator Level 1,D3,Distribution Operator Level 3
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4901069,SONOMA VALLEY MOOSE LODGE #2048,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,80,80,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,10/2/2017,SONOMA,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4901061,SONOMA WAREHOUSING,SONOMA,"SONOMA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,200,NULL,200,0,NULL,3,0,0,3,SP,Non-Transient Non-Community Water System,9/16/2015,SONOMA,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4901250,SONOMA WEST HOLDINGS INDUSTRIAL PARK,SONOMA,"SONOMA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,25,NULL,25,0,NULL,2,0,0,2,SP,Non-Transient Non-Community Water System,7/28/2023,SEBASTOPOL,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4900859,SONOMA WEST HOLDINGS NORTH PLANT,SONOMA,"SONOMA, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,50,NULL,50,0,NULL,5,0,0,5,SP,Non-Transient Non-Community Water System,7/28/2023,SEBASTOPOL,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 25 - MARIN,CA4900934,SONOMA WINE SHOP,SONOMA,"SONOMA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,8/21/2014,SEBASTOPOL,TD,Treatment or distribution operator of any grade,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4910012,"SONOMA, CITY OF",SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,L,Local,GW,Groundwater,11725,NULL,NULL,11725,0,NULL,463,0,3880,4343,C1,Large Water System,5/27/2014,SONOMA,T1,Treatment Operator Level 1,D3,Distribution Operator Level 3
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,DISTRICT 28 - YOSEMITE,CA5500233,SONORA EAST CENTER,TUOLUMNE,"TUOLUMNE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,60,60,0,NULL,5,0,0,5,N1,Transient Non-Community Water System,8/29/2023,SONORA,NULL,,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,DISTRICT 28 - YOSEMITE,CA5500086,SONORA ESTATES MOBILE HOME PARK,TUOLUMNE,"TUOLUMNE, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,235,NULL,NULL,235,0,NULL,0,0,84,84,SC,Small Community,3/7/2024,SONORA,NULL,,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,DISTRICT 28 - YOSEMITE,CA5510023,SONORA MEADOWS MUTUAL WTR CO,TUOLUMNE,"TUOLUMNE, California",C,Community,C,Community,A,Active,P,Private,SWP,Surface Water Purchased,1123,NULL,NULL,1123,0,NULL,0,0,451,451,SC,Small Community,12/9/2021,SONORA,TD,Treatment or distribution operator of any grade,D2,Distribution Operator Level 2
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,DISTRICT 28 - YOSEMITE,CA5510024,"SONORA WATER RESOURCES, INC",TUOLUMNE,"TUOLUMNE, California",C,Community,C,Community,A,Active,P,Private,SWP,Surface Water Purchased,785,NULL,369,1154,0,NULL,0,0,130,130,SC,Small Community,2/14/2024,JAMESTOWN,NULL,,D2,Distribution Operator Level 2
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,DISTRICT 05 - MONTEREY,CA4410017,SOQUEL CREEK WATER DISTRICT,SANTA CRUZ,"SANTA CRUZ, California",C,Community,C,Community,A,Active,L,Local,SWP,Surface Water Purchased,40788,NULL,NULL,40788,0,NULL,900,0,13593,14493,C1,Large Water System,6/14/2023,SOQUEL,T2,Treatment Operator Level 2,D4,Distribution Operator Level 4
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA32 - ALPINE COUNTY,CA0202516,SORENSON S HOA,ALPINE,"ALPINE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,5,NULL,25,30,0,NULL,5,0,17,22,N1,Transient Non-Community Water System,6/1/2020,WALNUT CREEK,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA32 - ALPINE COUNTY,CA0202512,SORENSON S RESORT,ALPINE,"ALPINE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,25,25,0,NULL,28,0,0,28,N1,Transient Non-Community Water System,5/2/2018,HOPE VALLEY,NULL,,NR,Not Required
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,LPA66 - SAN BERNARDINO COUNTY,CA3601012,SOSAS WATER SYSTEM,SAN BERNARDINO,"SAN BERNARDINO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,2,50,52,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,1/28/2020,LUCERNE VALLEY,NULL,,NR,Not Required
SOUTHERN CALIFORNIA FOB,SECTION V - SOUTHERN CA SECTION,LPA63 - RIVERSIDE COUNTY,CA3303054,SOTO WATER,RIVERSIDE,"RIVERSIDE, California",NP,Non-Public,SSWS,State Small Water Systems,A,Active,P,Private,GW,Groundwater,NULL,16,NULL,16,0,NULL,0,0,8,8,XS,State Small Water System,NULL,THERMAL,NULL,,NULL,
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 24 - TULARE,CA5400805,SOULTS MUTUAL WATER COMPANY,TULARE,"TULARE, California",C,Community,C,Community,A,Active,P,Private,GWP,Groundwater Purchased,110,NULL,NULL,110,0,NULL,0,0,36,36,SC,Small Community,4/26/2022,TULARE,NULL,,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 24 - TULARE,CA5403208,SOULTS PUMP & EQUIPMENT COMPANY,TULARE,"TULARE, California",NTNC,Non-Transient Non-Community,NTNC,Non-Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,31,NULL,31,0,NULL,1,0,1,2,SP,Non-Transient Non-Community Water System,4/9/2019,TULARE,NULL,,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,DISTRICT 01 - KLAMATH,CA1200728,SOUNDS OF THE SEAS W. S.,HUMBOLDT,"HUMBOLDT, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,2,2,100,104,0,NULL,0,0,53,53,N1,Transient Non-Community Water System,3/18/2020,TRINIDAD,NULL,,NR,Not Required
SOUTHERN CALIFORNIA FOB,SECTION VI - SOUTHEAST CA SECTION,DISTRICT 26 - IMPERIAL,CA3700065,SOUTH BAY ROD & GUN CLUB INC.,SAN DIEGO,"SAN DIEGO, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,200,200,0,NULL,1,0,0,1,N1,Transient Non-Community Water System,2/20/2018,DULZURA,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 18 - SONOMA,CA4900510,SOUTH CLOVERDALE WATER COMPANY,SONOMA,"SONOMA, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,90,NULL,NULL,90,0,NULL,5,0,34,39,DAVCS,Disadvantaged Small Community Water System,3/22/2022,CLOVERDALE,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION III - NORTH CENTRAL SECTION,LPA57 - MONTEREY COUNTY,CA2702327,SOUTH COAST CENTER WS,MONTEREY,"MONTEREY, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,40,40,0,NULL,0,0,1,1,N1,Transient Non-Community Water System,5/19/2021,BIG SUR,TD,Treatment or distribution operator of any grade,NR,Not Required
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,LPA72 - SANTA BARBARA COUNTY,CA4200717,SOUTH COAST INN,SANTA BARBARA,"SANTA BARBARA, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,339,339,0,NULL,2,0,0,2,N1,Transient Non-Community Water System,2/7/2023,GOLETA,T1,Treatment Operator Level 1,D1,Distribution Operator Level 1
SOUTHERN CALIFORNIA FOB,SECTION V - SOUTHERN CA SECTION,DISTRICT 08 - SANTA ANA,CA3010042,SOUTH COAST WATER DISTRICT,ORANGE,"ORANGE, California",C,Community,C,Community,A,Active,L,Local,SWP,Surface Water Purchased,40937,NULL,NULL,40937,0,NULL,935,0,12451,13386,C1,Large Water System,7/6/2022,LAGUNA BEACH,T2,Treatment Operator Level 2,D4,Distribution Operator Level 4
NORTHERN CALIFORNIA FOB,SECTION II - NORTH COASTAL SECTION,DISTRICT 17 - SANTA CLARA,CA4300832,SOUTH COUNTY RETIREMENT HOME,SANTA CLARA,"SANTA CLARA, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,46,NULL,NULL,46,0,NULL,0,0,3,3,GQ,,10/26/2021,SAN MARTIN,TD,Treatment or distribution operator of any grade,D1,Distribution Operator Level 1
CENTRAL CALIFORNIA FOB,SECTION IV - SOUTH CENTRAL SECTION,DISTRICT 19 - TEHACHAPI,CA1502619,SOUTH DESERT MUTUAL WATER COMPANY,KERN,"KERN, California",C,Community,C,Community,A,Active,P,Private,GW,Groundwater,28,NULL,NULL,28,0,NULL,0,0,14,14,SC,Small Community,4/24/2024,INYOKERN,NULL,,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,LPA39 - EL DORADO COUNTY,CA0900663,SOUTH ECHO SUMMIT TRACT CIVIC,EL DORADO,"EL DORADO, California",NP,Non-Public,SSWS,State Small Water Systems,A,Active,F,Federal Government,GW,Groundwater,24,NULL,NULL,24,NULL,NULL,NULL,NULL,13,13,XS,State Small Water System,6/17/2024,ECHO LAKES,NULL,,NR,Not Required
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,DISTRICT 21 - VALLEY,CA0410012,SOUTH FEATHER W&P - BANGOR,BUTTE,"BUTTE, California",C,Community,C,Community,A,Active,L,Local,SW,Surface Water,73,NULL,NULL,73,0,NULL,9,0,13,22,SC,Small Community,6/20/2023,OROVILLE,T4,Treatment Operator Level 4,D1,Distribution Operator Level 1
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,DISTRICT 21 - VALLEY,CA0410006,SOUTH FEATHER W&P - MINERS RANCH,BUTTE,"BUTTE, California",C,Community,C,Community,A,Active,L,Local,SW,Surface Water,22664,NULL,NULL,22664,109,NULL,193,1,6565,6868,DAVCL,Disadvantaged Large Community Water System,6/20/2023,OROVILLE,T4,Treatment Operator Level 4,D3,Distribution Operator Level 3
NORTHERN CALIFORNIA FOB,SECTION I - NORTHERN CA SECTION,DISTRICT 21 - VALLEY,CA0400137,SOUTH FEATHER W&P - SLY CREEK CAMPGROUND,BUTTE,"BUTTE, California",NC,Transient Non-Community,NC,Transient Non-Community,A,Active,P,Private,GW,Groundwater,NULL,NULL,85,85,0,NULL,0,0,6,6,N1,Transient Non-Community Water System,7/20/2022,OROVILLE,NULL,,NR,Not Required
